date,hour,day_of_week,is_weekend,month,location,temperature,feels_like,humidity,wind_speed,weather,weather_factor,surge_count
2024-01-02,14,1,0,1,Cafeteria A,2.8,2.0,85.3,9.0,Sunny,1.3,117
2024-01-02,14,1,0,1,Food Court B,2.8,2.0,85.3,9.0,Sunny,1.3,142
2024-01-02,14,1,0,1,Restaurant C,2.8,2.0,85.3,9.0,Sunny,1.3,83
2024-01-02,14,1,0,1,Canteen D,2.8,2.0,85.3,9.0,Sunny,1.3,91
2024-01-02,15,1,0,1,Cafeteria A,2.8,2.0,85.3,9.0,Sunny,1.3,28
2024-01-02,15,1,0,1,Food Court B,2.8,2.0,85.3,9.0,Sunny,1.3,38
2024-01-02,15,1,0,1,Restaurant C,2.8,2.0,85.3,9.0,Sunny,1.3,17
2024-01-02,15,1,0,1,Canteen D,2.8,2.0,85.3,9.0,Sunny,1.3,25
2024-01-03,9,2,0,1,Cafeteria A,2.6,-1.0,82.8,14.9,Sunny,1.3,3
2024-01-03,9,2,0,1,Food Court B,2.6,-1.0,82.8,14.9,Sunny,1.3,4
2024-01-03,9,2,0,1,Restaurant C,2.6,-1.0,82.8,14.9,Sunny,1.3,2
2024-01-03,9,2,0,1,Canteen D,2.6,-1.0,82.8,14.9,Sunny,1.3,2
2024-01-03,10,2,0,1,Cafeteria A,2.6,-1.0,82.8,14.9,Sunny,1.3,27
2024-01-03,10,2,0,1,Food Court B,2.6,-1.0,82.8,14.9,Sunny,1.3,40
2024-01-03,10,2,0,1,Restaurant C,2.6,-1.0,82.8,14.9,Sunny,1.3,19
2024-01-03,10,2,0,1,Canteen D,2.6,-1.0,82.8,14.9,Sunny,1.3,22
2024-01-03,11,2,0,1,Cafeteria A,2.6,-1.0,82.8,14.9,Sunny,1.3,107
2024-01-03,11,2,0,1,Food Court B,2.6,-1.0,82.8,14.9,Sunny,1.3,143
2024-01-03,11,2,0,1,Restaurant C,2.6,-1.0,82.8,14.9,Sunny,1.3,74
2024-01-03,11,2,0,1,Canteen D,2.6,-1.0,82.8,14.9,Sunny,1.3,99
2024-01-03,12,2,0,1,Cafeteria A,2.6,-1.0,82.8,14.9,Sunny,1.3,248
2024-01-03,12,2,0,1,Food Court B,2.6,-1.0,82.8,14.9,Sunny,1.3,328
2024-01-03,12,2,0,1,Restaurant C,2.6,-1.0,82.8,14.9,Sunny,1.3,153
2024-01-03,12,2,0,1,Canteen D,2.6,-1.0,82.8,14.9,Sunny,1.3,171
2024-01-03,13,2,0,1,Cafeteria A,2.6,-1.0,82.8,14.9,Sunny,1.3,253
2024-01-03,13,2,0,1,Food Court B,2.6,-1.0,82.8,14.9,Sunny,1.3,319
2024-01-03,13,2,0,1,Restaurant C,2.6,-1.0,82.8,14.9,Sunny,1.3,157
2024-01-03,13,2,0,1,Canteen D,2.6,-1.0,82.8,14.9,Sunny,1.3,201
2024-01-03,14,2,0,1,Cafeteria A,2.6,-1.0,82.8,14.9,Sunny,1.3,120
2024-01-03,14,2,0,1,Food Court B,2.6,-1.0,82.8,14.9,Sunny,1.3,151
2024-01-03,14,2,0,1,Restaurant C,2.6,-1.0,82.8,14.9,Sunny,1.3,75
2024-01-03,14,2,0,1,Canteen D,2.6,-1.0,82.8,14.9,Sunny,1.3,83
2024-01-03,15,2,0,1,Cafeteria A,2.6,-1.0,82.8,14.9,Sunny,1.3,27
2024-01-03,15,2,0,1,Food Court B,2.6,-1.0,82.8,14.9,Sunny,1.3,33
2024-01-03,15,2,0,1,Restaurant C,2.6,-1.0,82.8,14.9,Sunny,1.3,19
2024-01-03,15,2,0,1,Canteen D,2.6,-1.0,82.8,14.9,Sunny,1.3,22
2024-01-04,9,3,0,1,Cafeteria A,7.3,1.0,74.3,19.4,Sunny,1.3,3
2024-01-04,9,3,0,1,Food Court B,7.3,1.0,74.3,19.4,Sunny,1.3,4
2024-01-04,9,3,0,1,Restaurant C,7.3,1.0,74.3,19.4,Sunny,1.3,2
2024-01-04,9,3,0,1,Canteen D,7.3,1.0,74.3,19.4,Sunny,1.3,2
2024-01-04,10,3,0,1,Cafeteria A,7.3,1.0,74.3,19.4,Sunny,1.3,36
2024-01-04,10,3,0,1,Food Court B,7.3,1.0,74.3,19.4,Sunny,1.3,44
2024-01-04,10,3,0,1,Restaurant C,7.3,1.0,74.3,19.4,Sunny,1.3,21
2024-01-04,10,3,0,1,Canteen D,7.3,1.0,74.3,19.4,Sunny,1.3,28
2024-01-04,11,3,0,1,Cafeteria A,7.3,1.0,74.3,19.4,Sunny,1.3,142
2024-01-04,11,3,0,1,Food Court B,7.3,1.0,74.3,19.4,Sunny,1.3,153
2024-01-04,11,3,0,1,Restaurant C,7.3,1.0,74.3,19.4,Sunny,1.3,93
2024-01-04,11,3,0,1,Canteen D,7.3,1.0,74.3,19.4,Sunny,1.3,105
2024-01-04,12,3,0,1,Cafeteria A,7.3,1.0,74.3,19.4,Sunny,1.3,285
2024-01-04,12,3,0,1,Food Court B,7.3,1.0,74.3,19.4,Sunny,1.3,364
2024-01-04,12,3,0,1,Restaurant C,7.3,1.0,74.3,19.4,Sunny,1.3,163
2024-01-04,12,3,0,1,Canteen D,7.3,1.0,74.3,19.4,Sunny,1.3,189
2024-01-04,13,3,0,1,Cafeteria A,7.3,1.0,74.3,19.4,Sunny,1.3,248
2024-01-04,13,3,0,1,Food Court B,7.3,1.0,74.3,19.4,Sunny,1.3,326
2024-01-04,13,3,0,1,Restaurant C,7.3,1.0,74.3,19.4,Sunny,1.3,184
2024-01-04,13,3,0,1,Canteen D,7.3,1.0,74.3,19.4,Sunny,1.3,227
2024-01-04,14,3,0,1,Cafeteria A,7.3,1.0,74.3,19.4,Sunny,1.3,117
2024-01-04,14,3,0,1,Food Court B,7.3,1.0,74.3,19.4,Sunny,1.3,166
2024-01-04,14,3,0,1,Restaurant C,7.3,1.0,74.3,19.4,Sunny,1.3,83
2024-01-04,14,3,0,1,Canteen D,7.3,1.0,74.3,19.4,Sunny,1.3,97
2024-01-04,15,3,0,1,Cafeteria A,7.3,1.0,74.3,19.4,Sunny,1.3,30
2024-01-04,15,3,0,1,Food Court B,7.3,1.0,74.3,19.4,Sunny,1.3,39
2024-01-04,15,3,0,1,Restaurant C,7.3,1.0,74.3,19.4,Sunny,1.3,23
2024-01-04,15,3,0,1,Canteen D,7.3,1.0,74.3,19.4,Sunny,1.3,24
2024-01-05,9,4,0,1,Cafeteria A,10.3,5.0,73.2,11.9,Cloudy,1.0,3
2024-01-05,9,4,0,1,Food Court B,10.3,5.0,73.2,11.9,Cloudy,1.0,3
2024-01-05,9,4,0,1,Restaurant C,10.3,5.0,73.2,11.9,Cloudy,1.0,1
2024-01-05,9,4,0,1,Canteen D,10.3,5.0,73.2,11.9,Cloudy,1.0,2
2024-01-05,10,4,0,1,Cafeteria A,10.3,5.0,73.2,11.9,Cloudy,1.0,27
2024-01-05,10,4,0,1,Food Court B,10.3,5.0,73.2,11.9,Cloudy,1.0,30
2024-01-05,10,4,0,1,Restaurant C,10.3,5.0,73.2,11.9,Cloudy,1.0,16
2024-01-05,10,4,0,1,Canteen D,10.3,5.0,73.2,11.9,Cloudy,1.0,23
2024-01-05,11,4,0,1,Cafeteria A,10.3,5.0,73.2,11.9,Cloudy,1.0,101
2024-01-05,11,4,0,1,Food Court B,10.3,5.0,73.2,11.9,Cloudy,1.0,123
2024-01-05,11,4,0,1,Restaurant C,10.3,5.0,73.2,11.9,Cloudy,1.0,69
2024-01-05,11,4,0,1,Canteen D,10.3,5.0,73.2,11.9,Cloudy,1.0,94
2024-01-05,12,4,0,1,Cafeteria A,10.3,5.0,73.2,11.9,Cloudy,1.0,203
2024-01-05,12,4,0,1,Food Court B,10.3,5.0,73.2,11.9,Cloudy,1.0,282
2024-01-05,12,4,0,1,Restaurant C,10.3,5.0,73.2,11.9,Cloudy,1.0,148
2024-01-05,12,4,0,1,Canteen D,10.3,5.0,73.2,11.9,Cloudy,1.0,159
2024-01-05,13,4,0,1,Cafeteria A,10.3,5.0,73.2,11.9,Cloudy,1.0,228
2024-01-05,13,4,0,1,Food Court B,10.3,5.0,73.2,11.9,Cloudy,1.0,262
2024-01-05,13,4,0,1,Restaurant C,10.3,5.0,73.2,11.9,Cloudy,1.0,143
2024-01-05,13,4,0,1,Canteen D,10.3,5.0,73.2,11.9,Cloudy,1.0,175
2024-01-05,14,4,0,1,Cafeteria A,10.3,5.0,73.2,11.9,Cloudy,1.0,109
2024-01-05,14,4,0,1,Food Court B,10.3,5.0,73.2,11.9,Cloudy,1.0,121
2024-01-05,14,4,0,1,Restaurant C,10.3,5.0,73.2,11.9,Cloudy,1.0,75
2024-01-05,14,4,0,1,Canteen D,10.3,5.0,73.2,11.9,Cloudy,1.0,81
2024-01-05,15,4,0,1,Cafeteria A,10.3,5.0,73.2,11.9,Cloudy,1.0,24
2024-01-05,15,4,0,1,Food Court B,10.3,5.0,73.2,11.9,Cloudy,1.0,30
2024-01-05,15,4,0,1,Restaurant C,10.3,5.0,73.2,11.9,Cloudy,1.0,17
2024-01-05,15,4,0,1,Canteen D,10.3,5.0,73.2,11.9,Cloudy,1.0,22
2024-01-06,9,5,1,1,Cafeteria A,4.6,3.1,73.4,6.7,Cloudy,1.0,1
2024-01-06,9,5,1,1,Food Court B,4.6,3.1,73.4,6.7,Cloudy,1.0,1
2024-01-06,9,5,1,1,Restaurant C,4.6,3.1,73.4,6.7,Cloudy,1.0,0
2024-01-06,9,5,1,1,Canteen D,4.6,3.1,73.4,6.7,Cloudy,1.0,0
2024-01-06,10,5,1,1,Cafeteria A,4.6,3.1,73.4,6.7,Cloudy,1.0,9
2024-01-06,10,5,1,1,Food Court B,4.6,3.1,73.4,6.7,Cloudy,1.0,10
2024-01-06,10,5,1,1,Restaurant C,4.6,3.1,73.4,6.7,Cloudy,1.0,6
2024-01-06,10,5,1,1,Canteen D,4.6,3.1,73.4,6.7,Cloudy,1.0,8
2024-01-06,11,5,1,1,Cafeteria A,4.6,3.1,73.4,6.7,Cloudy,1.0,36
2024-01-06,11,5,1,1,Food Court B,4.6,3.1,73.4,6.7,Cloudy,1.0,50
2024-01-06,11,5,1,1,Restaurant C,4.6,3.1,73.4,6.7,Cloudy,1.0,26
2024-01-06,11,5,1,1,Canteen D,4.6,3.1,73.4,6.7,Cloudy,1.0,30
2024-01-06,12,5,1,1,Cafeteria A,4.6,3.1,73.4,6.7,Cloudy,1.0,77
2024-01-06,12,5,1,1,Food Court B,4.6,3.1,73.4,6.7,Cloudy,1.0,90
2024-01-06,12,5,1,1,Restaurant C,4.6,3.1,73.4,6.7,Cloudy,1.0,44
2024-01-06,12,5,1,1,Canteen D,4.6,3.1,73.4,6.7,Cloudy,1.0,66
2024-01-06,13,5,1,1,Cafeteria A,4.6,3.1,73.4,6.7,Cloudy,1.0,84
2024-01-06,13,5,1,1,Food Court B,4.6,3.1,73.4,6.7,Cloudy,1.0,99
2024-01-06,13,5,1,1,Restaurant C,4.6,3.1,73.4,6.7,Cloudy,1.0,47
2024-01-06,13,5,1,1,Canteen D,4.6,3.1,73.4,6.7,Cloudy,1.0,58
2024-01-06,14,5,1,1,Cafeteria A,4.6,3.1,73.4,6.7,Cloudy,1.0,40
2024-01-06,14,5,1,1,Food Court B,4.6,3.1,73.4,6.7,Cloudy,1.0,52
2024-01-06,14,5,1,1,Restaurant C,4.6,3.1,73.4,6.7,Cloudy,1.0,27
2024-01-06,14,5,1,1,Canteen D,4.6,3.1,73.4,6.7,Cloudy,1.0,32
2024-01-06,15,5,1,1,Cafeteria A,4.6,3.1,73.4,6.7,Cloudy,1.0,9
2024-01-06,15,5,1,1,Food Court B,4.6,3.1,73.4,6.7,Cloudy,1.0,10
2024-01-06,15,5,1,1,Restaurant C,4.6,3.1,73.4,6.7,Cloudy,1.0,5
2024-01-06,15,5,1,1,Canteen D,4.6,3.1,73.4,6.7,Cloudy,1.0,8
2024-01-07,9,6,1,1,Cafeteria A,5.5,0.4,69.9,12.9,Sunny,1.3,1
2024-01-07,9,6,1,1,Food Court B,5.5,0.4,69.9,12.9,Sunny,1.3,2
2024-01-07,9,6,1,1,Restaurant C,5.5,0.4,69.9,12.9,Sunny,1.3,0
2024-01-07,9,6,1,1,Canteen D,5.5,0.4,69.9,12.9,Sunny,1.3,1
2024-01-07,10,6,1,1,Cafeteria A,5.5,0.4,69.9,12.9,Sunny,1.3,11
2024-01-07,10,6,1,1,Food Court B,5.5,0.4,69.9,12.9,Sunny,1.3,15
2024-01-07,10,6,1,1,Restaurant C,5.5,0.4,69.9,12.9,Sunny,1.3,8
2024-01-07,10,6,1,1,Canteen D,5.5,0.4,69.9,12.9,Sunny,1.3,10
2024-01-07,11,6,1,1,Cafeteria A,5.5,0.4,69.9,12.9,Sunny,1.3,55
2024-01-07,11,6,1,1,Food Court B,5.5,0.4,69.9,12.9,Sunny,1.3,66
2024-01-07,11,6,1,1,Restaurant C,5.5,0.4,69.9,12.9,Sunny,1.3,33
2024-01-07,11,6,1,1,Canteen D,5.5,0.4,69.9,12.9,Sunny,1.3,36
2024-01-07,12,6,1,1,Cafeteria A,5.5,0.4,69.9,12.9,Sunny,1.3,99
2024-01-07,12,6,1,1,Food Court B,5.5,0.4,69.9,12.9,Sunny,1.3,120
2024-01-07,12,6,1,1,Restaurant C,5.5,0.4,69.9,12.9,Sunny,1.3,61
2024-01-07,12,6,1,1,Canteen D,5.5,0.4,69.9,12.9,Sunny,1.3,89
2024-01-07,13,6,1,1,Cafeteria A,5.5,0.4,69.9,12.9,Sunny,1.3,99
2024-01-07,13,6,1,1,Food Court B,5.5,0.4,69.9,12.9,Sunny,1.3,140
2024-01-07,13,6,1,1,Restaurant C,5.5,0.4,69.9,12.9,Sunny,1.3,67
2024-01-07,13,6,1,1,Canteen D,5.5,0.4,69.9,12.9,Sunny,1.3,86
2024-01-07,14,6,1,1,Cafeteria A,5.5,0.4,69.9,12.9,Sunny,1.3,51
2024-01-07,14,6,1,1,Food Court B,5.5,0.4,69.9,12.9,Sunny,1.3,65
2024-01-07,14,6,1,1,Restaurant C,5.5,0.4,69.9,12.9,Sunny,1.3,32
2024-01-07,14,6,1,1,Canteen D,5.5,0.4,69.9,12.9,Sunny,1.3,37
2024-01-07,15,6,1,1,Cafeteria A,5.5,0.4,69.9,12.9,Sunny,1.3,13
2024-01-07,15,6,1,1,Food Court B,5.5,0.4,69.9,12.9,Sunny,1.3,15
2024-01-07,15,6,1,1,Restaurant C,5.5,0.4,69.9,12.9,Sunny,1.3,7
2024-01-07,15,6,1,1,Canteen D,5.5,0.4,69.9,12.9,Sunny,1.3,10
2024-01-08,9,0,0,1,Cafeteria A,4.2,0.4,82.5,7.8,Snowy,0.6,1
2024-01-08,9,0,0,1,Food Court B,4.2,0.4,82.5,7.8,Snowy,0.6,2
2024-01-08,9,0,0,1,Restaurant C,4.2,0.4,82.5,7.8,Snowy,0.6,1
2024-01-08,9,0,0,1,Canteen D,4.2,0.4,82.5,7.8,Snowy,0.6,1
2024-01-08,10,0,0,1,Cafeteria A,4.2,0.4,82.5,7.8,Snowy,0.6,15
2024-01-08,10,0,0,1,Food Court B,4.2,0.4,82.5,7.8,Snowy,0.6,18
2024-01-08,10,0,0,1,Restaurant C,4.2,0.4,82.5,7.8,Snowy,0.6,9
2024-01-08,10,0,0,1,Canteen D,4.2,0.4,82.5,7.8,Snowy,0.6,10
2024-01-08,11,0,0,1,Cafeteria A,4.2,0.4,82.5,7.8,Snowy,0.6,59
2024-01-08,11,0,0,1,Food Court B,4.2,0.4,82.5,7.8,Snowy,0.6,80
2024-01-08,11,0,0,1,Restaurant C,4.2,0.4,82.5,7.8,Snowy,0.6,33
2024-01-08,11,0,0,1,Canteen D,4.2,0.4,82.5,7.8,Snowy,0.6,45
2024-01-08,12,0,0,1,Cafeteria A,4.2,0.4,82.5,7.8,Snowy,0.6,125
2024-01-08,12,0,0,1,Food Court B,4.2,0.4,82.5,7.8,Snowy,0.6,152
2024-01-08,12,0,0,1,Restaurant C,4.2,0.4,82.5,7.8,Snowy,0.6,77
2024-01-08,12,0,0,1,Canteen D,4.2,0.4,82.5,7.8,Snowy,0.6,94
2024-01-08,13,0,0,1,Cafeteria A,4.2,0.4,82.5,7.8,Snowy,0.6,111
2024-01-08,13,0,0,1,Food Court B,4.2,0.4,82.5,7.8,Snowy,0.6,136
2024-01-08,13,0,0,1,Restaurant C,4.2,0.4,82.5,7.8,Snowy,0.6,79
2024-01-08,13,0,0,1,Canteen D,4.2,0.4,82.5,7.8,Snowy,0.6,97
2024-01-08,14,0,0,1,Cafeteria A,4.2,0.4,82.5,7.8,Snowy,0.6,62
2024-01-08,14,0,0,1,Food Court B,4.2,0.4,82.5,7.8,Snowy,0.6,79
2024-01-08,14,0,0,1,Restaurant C,4.2,0.4,82.5,7.8,Snowy,0.6,37
2024-01-08,14,0,0,1,Canteen D,4.2,0.4,82.5,7.8,Snowy,0.6,45
2024-01-08,15,0,0,1,Cafeteria A,4.2,0.4,82.5,7.8,Snowy,0.6,15
2024-01-08,15,0,0,1,Food Court B,4.2,0.4,82.5,7.8,Snowy,0.6,18
2024-01-08,15,0,0,1,Restaurant C,4.2,0.4,82.5,7.8,Snowy,0.6,9
2024-01-08,15,0,0,1,Canteen D,4.2,0.4,82.5,7.8,Snowy,0.6,12
2024-01-09,9,1,0,1,Cafeteria A,3.7,-1.0,83.1,12.8,Rainy,0.75,1
2024-01-09,9,1,0,1,Food Court B,3.7,-1.0,83.1,12.8,Rainy,0.75,2
2024-01-09,9,1,0,1,Restaurant C,3.7,-1.0,83.1,12.8,Rainy,0.75,1
2024-01-09,9,1,0,1,Canteen D,3.7,-1.0,83.1,12.8,Rainy,0.75,1
2024-01-09,10,1,0,1,Cafeteria A,3.7,-1.0,83.1,12.8,Rainy,0.75,18
2024-01-09,10,1,0,1,Food Court B,3.7,-1.0,83.1,12.8,Rainy,0.75,19
2024-01-09,10,1,0,1,Restaurant C,3.7,-1.0,83.1,12.8,Rainy,0.75,10
2024-01-09,10,1,0,1,Canteen D,3.7,-1.0,83.1,12.8,Rainy,0.75,14
2024-01-09,11,1,0,1,Cafeteria A,3.7,-1.0,83.1,12.8,Rainy,0.75,68
2024-01-09,11,1,0,1,Food Court B,3.7,-1.0,83.1,12.8,Rainy,0.75,80
2024-01-09,11,1,0,1,Restaurant C,3.7,-1.0,83.1,12.8,Rainy,0.75,45
2024-01-09,11,1,0,1,Canteen D,3.7,-1.0,83.1,12.8,Rainy,0.75,59
2024-01-09,12,1,0,1,Cafeteria A,3.7,-1.0,83.1,12.8,Rainy,0.75,132
2024-01-09,12,1,0,1,Food Court B,3.7,-1.0,83.1,12.8,Rainy,0.75,183
2024-01-09,12,1,0,1,Restaurant C,3.7,-1.0,83.1,12.8,Rainy,0.75,82
2024-01-09,12,1,0,1,Canteen D,3.7,-1.0,83.1,12.8,Rainy,0.75,99
2024-01-09,13,1,0,1,Cafeteria A,3.7,-1.0,83.1,12.8,Rainy,0.75,143
2024-01-09,13,1,0,1,Food Court B,3.7,-1.0,83.1,12.8,Rainy,0.75,179
2024-01-09,13,1,0,1,Restaurant C,3.7,-1.0,83.1,12.8,Rainy,0.75,94
2024-01-09,13,1,0,1,Canteen D,3.7,-1.0,83.1,12.8,Rainy,0.75,117
2024-01-09,14,1,0,1,Cafeteria A,3.7,-1.0,83.1,12.8,Rainy,0.75,79
2024-01-09,14,1,0,1,Food Court B,3.7,-1.0,83.1,12.8,Rainy,0.75,89
2024-01-09,14,1,0,1,Restaurant C,3.7,-1.0,83.1,12.8,Rainy,0.75,43
2024-01-09,14,1,0,1,Canteen D,3.7,-1.0,83.1,12.8,Rainy,0.75,59
2024-01-09,15,1,0,1,Cafeteria A,3.7,-1.0,83.1,12.8,Rainy,0.75,16
2024-01-09,15,1,0,1,Food Court B,3.7,-1.0,83.1,12.8,Rainy,0.75,21
2024-01-09,15,1,0,1,Restaurant C,3.7,-1.0,83.1,12.8,Rainy,0.75,10
2024-01-09,15,1,0,1,Canteen D,3.7,-1.0,83.1,12.8,Rainy,0.75,12
2024-01-10,9,2,0,1,Cafeteria A,2.3,-1.2,91.5,9.6,Cloudy,1.0,2
2024-01-10,9,2,0,1,Food Court B,2.3,-1.2,91.5,9.6,Cloudy,1.0,3
2024-01-10,9,2,0,1,Restaurant C,2.3,-1.2,91.5,9.6,Cloudy,1.0,1
2024-01-10,9,2,0,1,Canteen D,2.3,-1.2,91.5,9.6,Cloudy,1.0,2
2024-01-10,10,2,0,1,Cafeteria A,2.3,-1.2,91.5,9.6,Cloudy,1.0,25
2024-01-10,10,2,0,1,Food Court B,2.3,-1.2,91.5,9.6,Cloudy,1.0,30
2024-01-10,10,2,0,1,Restaurant C,2.3,-1.2,91.5,9.6,Cloudy,1.0,14
2024-01-10,10,2,0,1,Canteen D,2.3,-1.2,91.5,9.6,Cloudy,1.0,18
2024-01-10,11,2,0,1,Cafeteria A,2.3,-1.2,91.5,9.6,Cloudy,1.0,90
2024-01-10,11,2,0,1,Food Court B,2.3,-1.2,91.5,9.6,Cloudy,1.0,107
2024-01-10,11,2,0,1,Restaurant C,2.3,-1.2,91.5,9.6,Cloudy,1.0,57
2024-01-10,11,2,0,1,Canteen D,2.3,-1.2,91.5,9.6,Cloudy,1.0,76
2024-01-10,12,2,0,1,Cafeteria A,2.3,-1.2,91.5,9.6,Cloudy,1.0,162
2024-01-10,12,2,0,1,Food Court B,2.3,-1.2,91.5,9.6,Cloudy,1.0,208
2024-01-10,12,2,0,1,Restaurant C,2.3,-1.2,91.5,9.6,Cloudy,1.0,105
2024-01-10,12,2,0,1,Canteen D,2.3,-1.2,91.5,9.6,Cloudy,1.0,128
2024-01-10,13,2,0,1,Cafeteria A,2.3,-1.2,91.5,9.6,Cloudy,1.0,199
2024-01-10,13,2,0,1,Food Court B,2.3,-1.2,91.5,9.6,Cloudy,1.0,241
2024-01-10,13,2,0,1,Restaurant C,2.3,-1.2,91.5,9.6,Cloudy,1.0,117
2024-01-10,13,2,0,1,Canteen D,2.3,-1.2,91.5,9.6,Cloudy,1.0,130
2024-01-10,14,2,0,1,Cafeteria A,2.3,-1.2,91.5,9.6,Cloudy,1.0,91
2024-01-10,14,2,0,1,Food Court B,2.3,-1.2,91.5,9.6,Cloudy,1.0,114
2024-01-10,14,2,0,1,Restaurant C,2.3,-1.2,91.5,9.6,Cloudy,1.0,54
2024-01-10,14,2,0,1,Canteen D,2.3,-1.2,91.5,9.6,Cloudy,1.0,71
2024-01-10,15,2,0,1,Cafeteria A,2.3,-1.2,91.5,9.6,Cloudy,1.0,22
2024-01-10,15,2,0,1,Food Court B,2.3,-1.2,91.5,9.6,Cloudy,1.0,29
2024-01-10,15,2,0,1,Restaurant C,2.3,-1.2,91.5,9.6,Cloudy,1.0,15
2024-01-10,15,2,0,1,Canteen D,2.3,-1.2,91.5,9.6,Cloudy,1.0,16
2024-01-11,9,3,0,1,Cafeteria A,8.9,5.6,61.4,14.0,Cloudy,1.0,3
