timestamp,hour,minute,day_of_week,is_weekend,intersection,vehicle_count,is_anomaly
2024-01-01 01:30:00,1,30,0,0,West Junction,9,0
2024-01-01 01:30:00,1,30,0,0,City Center,10,0
2024-01-01 01:35:00,1,35,0,0,North Gate,11,0
2024-01-01 01:35:00,1,35,0,0,South Gate,8,0
2024-01-01 01:35:00,1,35,0,0,East Junction,8,0
2024-01-01 01:35:00,1,35,0,0,West Junction,9,0
2024-01-01 01:35:00,1,35,0,0,City Center,9,0
2024-01-01 01:40:00,1,40,0,0,North Gate,11,0
2024-01-01 01:40:00,1,40,0,0,South Gate,11,0
2024-01-01 01:40:00,1,40,0,0,East Junction,13,0
2024-01-01 01:40:00,1,40,0,0,West Junction,10,0
2024-01-01 01:40:00,1,40,0,0,City Center,9,0
2024-01-01 01:45:00,1,45,0,0,North Gate,10,0
2024-01-01 01:45:00,1,45,0,0,South Gate,11,0
2024-01-01 01:45:00,1,45,0,0,East Junction,7,0
2024-01-01 01:45:00,1,45,0,0,West Junction,9,0
2024-01-01 01:45:00,1,45,0,0,City Center,7,0
2024-01-01 01:50:00,1,50,0,0,North Gate,7,0
2024-01-01 01:50:00,1,50,0,0,South Gate,9,0
2024-01-01 01:50:00,1,50,0,0,East Junction,9,0
2024-01-01 01:50:00,1,50,0,0,West Junction,10,0
2024-01-01 01:50:00,1,50,0,0,City Center,8,0
2024-01-01 01:55:00,1,55,0,0,North Gate,9,0
2024-01-01 01:55:00,1,55,0,0,South Gate,7,0
2024-01-01 01:55:00,1,55,0,0,East Junction,7,0
2024-01-01 01:55:00,1,55,0,0,West Junction,8,0
2024-01-01 01:55:00,1,55,0,0,City Center,12,0
2024-01-01 02:00:00,2,0,0,0,North Gate,11,0
2024-01-01 02:00:00,2,0,0,0,South Gate,9,0
2024-01-01 02:00:00,2,0,0,0,East Junction,7,0
2024-01-01 02:00:00,2,0,0,0,West Junction,10,0
2024-01-01 02:00:00,2,0,0,0,City Center,24,1
2024-01-01 02:05:00,2,5,0,0,North Gate,10,0
2024-01-01 02:05:00,2,5,0,0,South Gate,9,0
2024-01-01 02:05:00,2,5,0,0,East Junction,8,0
2024-01-01 02:05:00,2,5,0,0,West Junction,10,0
2024-01-01 02:05:00,2,5,0,0,City Center,9,0
2024-01-01 02:10:00,2,10,0,0,North Gate,8,0
2024-01-01 02:10:00,2,10,0,0,South Gate,9,0
2024-01-01 02:10:00,2,10,0,0,East Junction,9,0
2024-01-01 02:10:00,2,10,0,0,West Junction,10,0
2024-01-01 02:10:00,2,10,0,0,City Center,7,0
2024-01-01 02:15:00,2,15,0,0,North Gate,10,0
2024-01-01 02:15:00,2,15,0,0,South Gate,9,0
2024-01-01 02:15:00,2,15,0,0,East Junction,10,0
2024-01-01 02:15:00,2,15,0,0,West Junction,12,0
2024-01-01 02:15:00,2,15,0,0,City Center,8,0
2024-01-01 02:20:00,2,20,0,0,North Gate,9,0
2024-01-01 02:20:00,2,20,0,0,South Gate,9,0
2024-01-01 02:20:00,2,20,0,0,East Junction,8,0
2024-01-01 02:20:00,2,20,0,0,West Junction,9,0
2024-01-01 02:20:00,2,20,0,0,City Center,9,0
2024-01-01 02:25:00,2,25,0,0,North Gate,10,0
2024-01-01 02:25:00,2,25,0,0,South Gate,9,0
2024-01-01 02:25:00,2,25,0,0,East Junction,9,0
2024-01-01 02:25:00,2,25,0,0,West Junction,10,0
2024-01-01 02:25:00,2,25,0,0,City Center,13,0
2024-01-01 02:30:00,2,30,0,0,North Gate,8,0
2024-01-01 02:30:00,2,30,0,0,South Gate,10,0
2024-01-01 02:30:00,2,30,0,0,East Junction,11,0
2024-01-01 02:30:00,2,30,0,0,West Junction,10,0
2024-01-01 02:30:00,2,30,0,0,City Center,9,0
2024-01-01 02:35:00,2,35,0,0,North Gate,10,0
2024-01-01 02:35:00,2,35,0,0,South Gate,10,0
2024-01-01 02:35:00,2,35,0,0,East Junction,11,0
2024-01-01 02:35:00,2,35,0,0,West Junction,10,0
2024-01-01 02:35:00,2,35,0,0,City Center,10,0
2024-01-01 02:40:00,2,40,0,0,North Gate,11,0
2024-01-01 02:40:00,2,40,0,0,South Gate,10,0
2024-01-01 02:40:00,2,40,0,0,East Junction,10,0
2024-01-01 02:40:00,2,40,0,0,West Junction,9,0
2024-01-01 02:40:00,2,40,0,0,City Center,10,0
2024-01-01 02:45:00,2,45,0,0,North Gate,11,0
2024-01-01 02:45:00,2,45,0,0,South Gate,9,0
2024-01-01 02:45:00,2,45,0,0,East Junction,8,0
2024-01-01 02:45:00,2,45,0,0,West Junction,11,0
2024-01-01 02:45:00,2,45,0,0,City Center,8,0
2024-01-01 02:50:00,2,50,0,0,North Gate,8,0
2024-01-01 02:50:00,2,50,0,0,South Gate,8,0
2024-01-01 02:50:00,2,50,0,0,East Junction,10,0
2024-01-01 02:50:00,2,50,0,0,West Junction,9,0
2024-01-01 02:50:00,2,50,0,0,City Center,10,0
2024-01-01 02:55:00,2,55,0,0,North Gate,10,0
2024-01-01 02:55:00,2,55,0,0,South Gate,12,0
2024-01-01 02:55:00,2,55,0,0,East Junction,10,0
2024-01-01 02:55:00,2,55,0,0,West Junction,11,0
2024-01-01 02:55:00,2,55,0,0,City Center,10,0
2024-01-01 03:00:00,3,0,0,0,North Gate,11,0
2024-01-01 03:00:00,3,0,0,0,South Gate,11,0
2024-01-01 03:00:00,3,0,0,0,East Junction,9,0
2024-01-01 03:00:00,3,0,0,0,West Junction,14,0
2024-01-01 03:00:00,3,0,0,0,City Center,10,0
2024-01-01 03:05:00,3,5,0,0,North Gate,9,0
2024-01-01 03:05:00,3,5,0,0,South Gate,8,0
2024-01-01 03:05:00,3,5,0,0,East Junction,9,0
2024-01-01 03:05:00,3,5,0,0,West Junction,7,0
2024-01-01 03:05:00,3,5,0,0,City Center,10,0
2024-01-01 03:10:00,3,10,0,0,North Gate,12,0
2024-01-01 03:10:00,3,10,0,0,South Gate,10,0
2024-01-01 03:10:00,3,10,0,0,East Junction,10,0
2024-01-01 03:10:00,3,10,0,0,West Junction,10,0
2024-01-01 03:10:00,3,10,0,0,City Center,9,0
2024-01-01 03:15:00,3,15,0,0,North Gate,7,0
2024-01-01 03:15:00,3,15,0,0,South Gate,7,0
2024-01-01 03:15:00,3,15,0,0,East Junction,10,0
2024-01-01 03:15:00,3,15,0,0,West Junction,9,0
2024-01-01 03:15:00,3,15,0,0,City Center,10,0
2024-01-01 03:20:00,3,20,0,0,North Gate,11,0
2024-01-01 03:20:00,3,20,0,0,South Gate,8,0
2024-01-01 03:20:00,3,20,0,0,East Junction,8,0
2024-01-01 03:20:00,3,20,0,0,West Junction,11,0
2024-01-01 03:20:00,3,20,0,0,City Center,9,0
2024-01-01 03:25:00,3,25,0,0,North Gate,7,0
2024-01-01 03:25:00,3,25,0,0,South Gate,10,0
2024-01-01 03:25:00,3,25,0,0,East Junction,10,0
2024-01-01 03:25:00,3,25,0,0,West Junction,9,0
2024-01-01 03:25:00,3,25,0,0,City Center,7,0
2024-01-01 03:30:00,3,30,0,0,North Gate,6,0
2024-01-01 03:30:00,3,30,0,0,South Gate,11,0
2024-01-01 03:30:00,3,30,0,0,East Junction,7,0
2024-01-01 03:30:00,3,30,0,0,West Junction,10,0
2024-01-01 03:30:00,3,30,0,0,City Center,9,0
2024-01-01 03:35:00,3,35,0,0,North Gate,10,0
2024-01-01 03:35:00,3,35,0,0,South Gate,9,0
2024-01-01 03:35:00,3,35,0,0,East Junction,9,0
2024-01-01 03:35:00,3,35,0,0,West Junction,8,0
2024-01-01 03:35:00,3,35,0,0,City Center,12,0
2024-01-01 03:40:00,3,40,0,0,North Gate,8,0
2024-01-01 03:40:00,3,40,0,0,South Gate,9,0
2024-01-01 03:40:00,3,40,0,0,East Junction,8,0
2024-01-01 03:40:00,3,40,0,0,West Junction,12,0
2024-01-01 03:40:00,3,40,0,0,City Center,8,0
2024-01-01 03:45:00,3,45,0,0,North Gate,8,0
2024-01-01 03:45:00,3,45,0,0,South Gate,9,0
2024-01-01 03:45:00,3,45,0,0,East Junction,7,0
2024-01-01 03:45:00,3,45,0,0,West Junction,9,0
2024-01-01 03:45:00,3,45,0,0,City Center,10,0
2024-01-01 03:50:00,3,50,0,0,North Gate,8,0
2024-01-01 03:50:00,3,50,0,0,South Gate,10,0
2024-01-01 03:50:00,3,50,0,0,East Junction,10,0
2024-01-01 03:50:00,3,50,0,0,West Junction,9,0
2024-01-01 03:50:00,3,50,0,0,City Center,11,0
2024-01-01 03:55:00,3,55,0,0,North Gate,9,0
2024-01-01 03:55:00,3,55,0,0,South Gate,10,0
2024-01-01 03:55:00,3,55,0,0,East Junction,12,0
2024-01-01 03:55:00,3,55,0,0,West Junction,12,0
2024-01-01 03:55:00,3,55,0,0,City Center,10,0
2024-01-01 04:00:00,4,0,0,0,North Gate,8,0
2024-01-01 04:00:00,4,0,0,0,South Gate,9,0
2024-01-01 04:00:00,4,0,0,0,East Junction,10,0
2024-01-01 04:00:00,4,0,0,0,West Junction,9,0
2024-01-01 04:00:00,4,0,0,0,City Center,4,0
2024-01-01 04:05:00,4,5,0,0,North Gate,9,0
2024-01-01 04:05:00,4,5,0,0,South Gate,9,0
2024-01-01 04:05:00,4,5,0,0,East Junction,13,0
2024-01-01 04:05:00,4,5,0,0,West Junction,11,0
2024-01-01 04:05:00,4,5,0,0,City Center,10,0
2024-01-01 04:10:00,4,10,0,0,North Gate,10,0
2024-01-01 04:10:00,4,10,0,0,South Gate,10,0
2024-01-01 04:10:00,4,10,0,0,East Junction,10,0
2024-01-01 04:10:00,4,10,0,0,West Junction,9,0
2024-01-01 04:10:00,4,10,0,0,City Center,9,0
2024-01-01 04:15:00,4,15,0,0,North Gate,10,0
2024-01-01 04:15:00,4,15,0,0,South Gate,9,0
2024-01-01 04:15:00,4,15,0,0,East Junction,12,0
2024-01-01 04:15:00,4,15,0,0,West Junction,7,0
2024-01-01 04:15:00,4,15,0,0,City Center,11,0
2024-01-01 04:20:00,4,20,0,0,North Gate,10,0
2024-01-01 04:20:00,4,20,0,0,South Gate,6,0
2024-01-01 04:20:00,4,20,0,0,East Junction,12,0
2024-01-01 04:20:00,4,20,0,0,West Junction,8,0
2024-01-01 04:20:00,4,20,0,0,City Center,11,0
2024-01-01 04:25:00,4,25,0,0,North Gate,9,0
2024-01-01 04:25:00,4,25,0,0,South Gate,7,0
2024-01-01 04:25:00,4,25,0,0,East Junction,10,0
2024-01-01 04:25:00,4,25,0,0,West Junction,9,0
2024-01-01 04:25:00,4,25,0,0,City Center,9,0
2024-01-01 04:30:00,4,30,0,0,North Gate,11,0
2024-01-01 04:30:00,4,30,0,0,South Gate,9,0
2024-01-01 04:30:00,4,30,0,0,East Junction,9,0
2024-01-01 04:30:00,4,30,0,0,West Junction,9,0
2024-01-01 04:30:00,4,30,0,0,City Center,8,0
2024-01-01 04:35:00,4,35,0,0,North Gate,30,1
2024-01-01 04:35:00,4,35,0,0,South Gate,10,0
2024-01-01 04:35:00,4,35,0,0,East Junction,8,0
2024-01-01 04:35:00,4,35,0,0,West Junction,9,0
2024-01-01 04:35:00,4,35,0,0,City Center,10,0
2024-01-01 04:40:00,4,40,0,0,North Gate,9,0
2024-01-01 04:40:00,4,40,0,0,South Gate,10,0
2024-01-01 04:40:00,4,40,0,0,East Junction,11,0
2024-01-01 04:40:00,4,40,0,0,West Junction,10,0
2024-01-01 04:40:00,4,40,0,0,City Center,9,0
2024-01-01 04:45:00,4,45,0,0,North Gate,11,0
2024-01-01 04:45:00,4,45,0,0,South Gate,8,0
2024-01-01 04:45:00,4,45,0,0,East Junction,10,0
2024-01-01 04:45:00,4,45,0,0,West Junction,10,0
2024-01-01 04:45:00,4,45,0,0,City Center,8,0
2024-01-01 04:50:00,4,50,0,0,North Gate,6,0
2024-01-01 04:50:00,4,50,0,0,South Gate,9,0
2024-01-01 04:50:00,4,50,0,0,East Junction,12,0
2024-01-01 04:50:00,4,50,0,0,West Junction,10,0
2024-01-01 04:50:00,4,50,0,0,City Center,6,0
2024-01-01 04:55:00,4,55,0,0,North Gate,11,0
2024-01-01 04:55:00,4,55,0,0,South Gate,7,0
2024-01-01 04:55:00,4,55,0,0,East Junction,10,0
2024-01-01 04:55:00,4,55,0,0,West Junction,9,0
2024-01-01 04:55:00,4,55,0,0,City Center,8,0
2024-01-01 05:00:00,5,0,0,0,North Gate,10,0
2024-01-01 05:00:00,5,0,0,0,South Gate,44,1
2024-01-01 05:00:00,5,0,0,0,East Junction,8,0
2024-01-01 05:00:00,5,0,0,0,West Junction,9,0
2024-01-01 05:00:00,5,0,0,0,City Center,13,0
2024-01-01 05:05:00,5,5,0,0,North Gate,12,0
2024-01-01 05:05:00,5,5,0,0,South Gate,9,0
2024-01-01 05:05:00,5,5,0,0,East Junction,8,0
2024-01-01 05:05:00,5,5,0,0,West Junction,9,0
2024-01-01 05:05:00,5,5,0,0,City Center,9,0
2024-01-01 05:10:00,5,10,0,0,North Gate,8,0
2024-01-01 05:10:00,5,10,0,0,South Gate,10,0
2024-01-01 05:10:00,5,10,0,0,East Junction,9,0
2024-01-01 05:10:00,5,10,0,0,West Junction,9,0
2024-01-01 05:10:00,5,10,0,0,City Center,9,0
2024-01-01 05:15:00,5,15,0,0,North Gate,11,0
2024-01-01 05:15:00,5,15,0,0,South Gate,8,0
2024-01-01 05:15:00,5,15,0,0,East Junction,13,0
2024-01-01 05:15:00,5,15,0,0,West Junction,10,0
2024-01-01 05:15:00,5,15,0,0,City Center,10,0
2024-01-01 05:20:00,5,20,0,0,North Gate,10,0
2024-01-01 05:20:00,5,20,0,0,South Gate,12,0
2024-01-01 05:20:00,5,20,0,0,East Junction,9,0
2024-01-01 05:20:00,5,20,0,0,West Junction,10,0
2024-01-01 05:20:00,5,20,0,0,City Center,10,0
2024-01-01 05:25:00,5,25,0,0,North Gate,11,0
2024-01-01 05:25:00,5,25,0,0,South Gate,9,0
2024-01-01 05:25:00,5,25,0,0,East Junction,11,0
2024-01-01 05:25:00,5,25,0,0,West Junction,8,0
2024-01-01 05:25:00,5,25,0,0,City Center,6,0
2024-01-01 05:30:00,5,30,0,0,North Gate,7,0
2024-01-01 05:30:00,5,30,0,0,South Gate,10,0
2024-01-01 05:30:00,5,30,0,0,East Junction,11,0
2024-01-01 05:30:00,5,30,0,0,West Junction,10,0
2024-01-01 05:30:00,5,30,0,0,City Center,10,0
2024-01-01 05:35:00,5,35,0,0,North Gate,10,0
2024-01-01 05:35:00,5,35,0,0,South Gate,10,0
2024-01-01 05:35:00,5,35,0,0,East Junction,11,0
2024-01-01 05:35:00,5,35,0,0,West Junction,9,0
2024-01-01 05:35:00,5,35,0,0,City Center,10,0
2024-01-01 05:40:00,5,40,0,0,North Gate,12,0
2024-01-01 05:40:00,5,40,0,0,South Gate,10,0
2024-01-01 05:40:00,5,40,0,0,East Junction,11,0
2024-01-01 05:40:00,5,40,0,0,West Junction,9,0
2024-01-01 05:40:00,5,40,0,0,City Center,11,0
2024-01-01 05:45:00,5,45,0,0,North Gate,11,0
2024-01-01 05:45:00,5,45,0,0,South Gate,7,0
2024-01-01 05:45:00,5,45,0,0,East Junction,10,0
2024-01-01 05:45:00,5,45,0,0,West Junction,10,0
2024-01-01 05:45:00,5,45,0,0,City Center,11,0
2024-01-01 05:50:00,5,50,0,0,North Gate,10,0
2024-01-01 05:50:00,5,50,0,0,South Gate,0,1
2024-01-01 05:50:00,5,50,0,0,East Junction,10,0
2024-01-01 05:50:00,5,50,0,0,West Junction,11,0
2024-01-01 05:50:00,5,50,0,0,City Center,8,0
2024-01-01 05:55:00,5,55,0,0,North Gate,10,0
2024-01-01 05:55:00,5,55,0,0,South Gate,12,0
2024-01-01 05:55:00,5,55,0,0,East Junction,9,0
2024-01-01 05:55:00,5,55,0,0,West Junction,8,0
2024-01-01 05:55:00,5,55,0,0,City Center,9,0
2024-01-01 06:00:00,6,0,0,0,North Gate,70,0
2024-01-01 06:00:00,6,0,0,0,South Gate,81,0
2024-01-01 06:00:00,6,0,0,0,East Junction,68,0
2024-01-01 06:00:00,6,0,0,0,West Junction,195,1
2024-01-01 06:00:00,6,0,0,0,City Center,67,0
2024-01-01 06:05:00,6,5,0,0,North Gate,60,0
2024-01-01 06:05:00,6,5,0,0,South Gate,53,0
2024-01-01 06:05:00,6,5,0,0,East Junction,40,0
2024-01-01 06:05:00,6,5,0,0,West Junction,74,0
2024-01-01 06:05:00,6,5,0,0,City Center,53,0
2024-01-01 06:10:00,6,10,0,0,North Gate,80,0
2024-01-01 06:10:00,6,10,0,0,South Gate,62,0
2024-01-01 06:10:00,6,10,0,0,East Junction,70,0
2024-01-01 06:10:00,6,10,0,0,West Junction,54,0
2024-01-01 06:10:00,6,10,0,0,City Center,81,0
2024-01-01 06:15:00,6,15,0,0,North Gate,71,0
2024-01-01 06:15:00,6,15,0,0,South Gate,58,0
2024-01-01 06:15:00,6,15,0,0,East Junction,58,0
2024-01-01 06:15:00,6,15,0,0,West Junction,64,0
2024-01-01 06:15:00,6,15,0,0,City Center,81,0
2024-01-01 06:20:00,6,20,0,0,North Gate,81,0
2024-01-01 06:20:00,6,20,0,0,South Gate,65,0
2024-01-01 06:20:00,6,20,0,0,East Junction,72,0
2024-01-01 06:20:00,6,20,0,0,West Junction,89,0
2024-01-01 06:20:00,6,20,0,0,City Center,86,0
2024-01-01 06:25:00,6,25,0,0,North Gate,69,0
2024-01-01 06:25:00,6,25,0,0,South Gate,71,0
2024-01-01 06:25:00,6,25,0,0,East Junction,68,0
2024-01-01 06:25:00,6,25,0,0,West Junction,84,0
2024-01-01 06:25:00,6,25,0,0,City Center,71,0
2024-01-01 06:30:00,6,30,0,0,North Gate,67,0
2024-01-01 06:30:00,6,30,0,0,South Gate,80,0
2024-01-01 06:30:00,6,30,0,0,East Junction,70,0
2024-01-01 06:30:00,6,30,0,0,West Junction,55,0
2024-01-01 06:30:00,6,30,0,0,City Center,80,0
2024-01-01 06:35:00,6,35,0,0,North Gate,71,0
2024-01-01 06:35:00,6,35,0,0,South Gate,83,0
2024-01-01 06:35:00,6,35,0,0,East Junction,74,0
2024-01-01 06:35:00,6,35,0,0,West Junction,67,0
2024-01-01 06:35:00,6,35,0,0,City Center,58,0
2024-01-01 06:40:00,6,40,0,0,North Gate,84,0
2024-01-01 06:40:00,6,40,0,0,South Gate,78,0
2024-01-01 06:40:00,6,40,0,0,East Junction,73,0
2024-01-01 06:40:00,6,40,0,0,West Junction,79,0
2024-01-01 06:40:00,6,40,0,0,City Center,54,0
2024-01-01 06:45:00,6,45,0,0,North Gate,81,0
2024-01-01 06:45:00,6,45,0,0,South Gate,82,0
2024-01-01 06:45:00,6,45,0,0,East Junction,62,0
2024-01-01 06:45:00,6,45,0,0,West Junction,66,0
2024-01-01 06:45:00,6,45,0,0,City Center,72,0
2024-01-01 06:50:00,6,50,0,0,North Gate,55,0
2024-01-01 06:50:00,6,50,0,0,South Gate,68,0
2024-01-01 06:50:00,6,50,0,0,East Junction,79,0
2024-01-01 06:50:00,6,50,0,0,West Junction,81,0
2024-01-01 06:50:00,6,50,0,0,City Center,59,0
2024-01-01 06:55:00,6,55,0,0,North Gate,89,0
2024-01-01 06:55:00,6,55,0,0,South Gate,81,0
2024-01-01 06:55:00,6,55,0,0,East Junction,82,0
2024-01-01 06:55:00,6,55,0,0,West Junction,69,0
2024-01-01 06:55:00,6,55,0,0,City Center,84,0
2024-01-01 07:00:00,7,0,0,0,North Gate,228,0
2024-01-01 07:00:00,7,0,0,0,South Gate,179,0
2024-01-01 07:00:00,7,0,0,0,East Junction,155,0
2024-01-01 07:00:00,7,0,0,0,West Junction,155,0
2024-01-01 07:00:00,7,0,0,0,City Center,177,0
2024-01-01 07:05:00,7,5,0,0,North Gate,242,0
2024-01-01 07:05:00,7,5,0,0,South Gate,217,0
2024-01-01 07:05:00,7,5,0,0,East Junction,166,0
2024-01-01 07:05:00,7,5,0,0,West Junction,183,0
2024-01-01 07:05:00,7,5,0,0,City Center,173,0
2024-01-01 07:10:00,7,10,0,0,North Gate,202,0
2024-01-01 07:10:00,7,10,0,0,South Gate,176,0
2024-01-01 07:10:00,7,10,0,0,East Junction,176,0
2024-01-01 07:10:00,7,10,0,0,West Junction,194,0
2024-01-01 07:10:00,7,10,0,0,City Center,132,0
2024-01-01 07:15:00,7,15,0,0,North Gate,176,0
2024-01-01 07:15:00,7,15,0,0,South Gate,186,0
2024-01-01 07:15:00,7,15,0,0,East Junction,186,0
2024-01-01 07:15:00,7,15,0,0,West Junction,167,0
2024-01-01 07:15:00,7,15,0,0,City Center,242,0
2024-01-01 07:20:00,7,20,0,0,North Gate,224,0
2024-01-01 07:20:00,7,20,0,0,South Gate,160,0
2024-01-01 07:20:00,7,20,0,0,East Junction,206,0
2024-01-01 07:20:00,7,20,0,0,West Junction,163,0
2024-01-01 07:20:00,7,20,0,0,City Center,185,0
2024-01-01 07:25:00,7,25,0,0,North Gate,232,0
2024-01-01 07:25:00,7,25,0,0,South Gate,198,0
2024-01-01 07:25:00,7,25,0,0,East Junction,214,0
2024-01-01 07:25:00,7,25,0,0,West Junction,181,0
2024-01-01 07:25:00,7,25,0,0,City Center,180,0
2024-01-01 07:30:00,7,30,0,0,North Gate,172,0
2024-01-01 07:30:00,7,30,0,0,South Gate,183,0
2024-01-01 07:30:00,7,30,0,0,East Junction,146,0
2024-01-01 07:30:00,7,30,0,0,West Junction,250,0
2024-01-01 07:30:00,7,30,0,0,City Center,157,0
2024-01-01 07:35:00,7,35,0,0,North Gate,196,0
2024-01-01 07:35:00,7,35,0,0,South Gate,197,0
2024-01-01 07:35:00,7,35,0,0,East Junction,201,0
2024-01-01 07:35:00,7,35,0,0,West Junction,239,0
2024-01-01 07:35:00,7,35,0,0,City Center,189,0
2024-01-01 07:40:00,7,40,0,0,North Gate,156,0
2024-01-01 07:40:00,7,40,0,0,South Gate,254,0
2024-01-01 07:40:00,7,40,0,0,East Junction,123,0
2024-01-01 07:40:00,7,40,0,0,West Junction,145,0
2024-01-01 07:40:00,7,40,0,0,City Center,235,0
2024-01-01 07:45:00,7,45,0,0,North Gate,193,0
2024-01-01 07:45:00,7,45,0,0,South Gate,207,0
